restaurant_name,number,review
Tacos 620,1,Wonderful taco truck in close to Steiner Four Points. The tortillas are delicious and the Migas tacos are some of the best I ve had. Don t miss this gem on the side of the road. Try tacos 620 you won t regret it.
Tacos 620,2,Woke up craving breakfast tacos  so I searched Yelp to see what was closest. Winner winner  Tacos 620 was just around the corner from my hotel. They have a drive through  but I got out and walked up so I could see the menu. We got the everything taco  a chorizo y papa  and the daily special which was shredded beef that day. All absolutely BUSSIN   Didn t even get pictures  just went in on them. Salsa was good too 
Tacos 620,3,If you are looking for breakfast tacos in west Austin  Four Points area  this is the place  I stopped here one day about a year ago and now I m hooked. It is our family breakfast every Sunday morning. I even make a few stops during the week to grab them. Just a heads up that they only take cash or Venmo.   My son likes the bacon egg and cheese. We wife picks the bacon egg cheese and potato. I pick this best taco on the menu  the super taco  it is everything from the menu and is amazing. Their red and green salsas are both great as well. Their tacos are large  too  so you won t go hungry.
Tacos 620,4,Delicious tacos  made to order. Our whole family loves them. Always hot and fresh. Wish they stayed open a little later.
Tacos 620,5,I m almost afraid to write a review   but hey   if ur nearby  amp  you  tacos go for the  migas  tacos. That was the special of the day  amp  let me tell you  I m HOOKED. Fresh eggs  tender onions  pieces of gently fried corn tortilla mixed in a white creamy cheese topped with fresh  avocado.... Need i say more   Dear God my mouth is watering just thinking about em 
Tacos 620,6,This place only has 1 review        Not sure how long this little trailer has been there but it s delicious     They re used to be a different trailer in its spot.  This one is just as good.  I have no idea if they are related.  I ve gone twice in one week now.  They get your tacos out pretty quickly.  It s cash or venmo. The people are friendly.  The tortillas appear homemade.  The green salsa is on point... not too spicy but gives it a kick. The tacos are about  2.50 each.
Tacos 620,7,Best breakfast tacos in Austin. The little bit of everything taco  I call it a trash is the best breakfast taco I have ever had.
Tacos 620,8,Tacos and salsa are on point. My mouth is salivating thinking about it. Best tacos in the Four Points area. Great prices too 
Ember Smoke,1,This is a no-joke  can t-lose  sure bet. These guys clearly have a passion for what they re doing  and what they re doing is crafting unique and delicious tacos around BBQ meats.  I doubt they d ever be pretentious enough to use the word  crafting   but that s damn well what they re doing.   Everything from the tortillas to the sides has a special touch.  Can highly recommend the jalapeno creamed corn.    There s a reason I m here almost every weekend. Do yourself a favor.
Ember Smoke,2,I ordered from this place on DoorDash. The tacos weren t available to order. The deviled eggs need some work. The flavor is a bit salty and the consistency was a bit soupy. The baked beans tasted like beans heated up straight out of the can. Maybe add some seasoning  molasses and brown sugar.   The Mac and cheese needs to be removed from the menu. It s false advertising. It s just noodles with butter and flavorless cheese bits. The ribs were good. I was interested in the brisket hush puppies  but I received regular hush puppies in my order.  I might try visiting the actual food truck instead of DoorDash so I can try out the tacos.
Ember Smoke,3,Ember Smoke Co has some amazing tacos. I ordered three different tacos and I can t even say I have a favorite because they were all so good. The Bark was their staple brisket taco and it was made with delicious brisket  guacamole and sauces. The pickled onions were a nice touch. The finer things taco had rib meat with Brie and cherries. The flavor profile was so unique and out of the box but it worked so well on their fresh handmade corn tortillas. The al pastor was spot on and they pulled the pork rather than having pieces. I really enjoyed the way it was prepared.  The jalape o creamed corn was also delicious.
Ember Smoke,4,Let s just say  I wish I lived across the street from Ember Smoke cause I would be here everyday. The bark tacos were amazing  The food is a work of art  a talent  a passion that definitely shows. The brisket was soo fatty  in a good way. One bite and it just melts in your mouth. As another review put it  not need to chew. Just enjoy those flavors as it melts. The corn or the flour tortillas are fresh and you couldn t go wrong with either. However  It doesn t just stop there  the creamed corn was phenomenal  The consistency was on point and the thought to add jalape os was mind blowing  I can t wait to go back. Thanks for the hospitality and great vibes guys.
Ember Smoke,5,Best barbecue I ve ever had. Staff is incredibly friendly. The fatty brisket is unbelievable. Melts in your mouth  no need to even chew. So glad I found this place.
Ember Smoke,6,Awesome new food truck serving up bbq by the pound and some awesome tacos with fresh tortillas. Great spot to check out 
Ember Smoke,7,Dare I say these are the best tacos I ve had in Austin   So delicious and the guys who own the truck are so wonderful and definitely know their shit. Go eat here - you will not be disappointed  
Ember Smoke,8,Came across this food truck on my way home the other day and I m so happy that I did  I had the Bark  Resonance  and Chubby Cheeks tacos and all three of them were delicious. The brisket is perfectly smoked and full of so much flavor. The jalape o corn is so tasty and has a great kick to it. Not to mention the guys that run the truck are super friendly. I m looking forward to going back and trying out the rest of the items on the menu 
Fruteria Pekitas,1,One of the best pupusas I have ever had   Very flavorful food    Today I ordered 5 mini pastor tacos  1 chicharron and cheese pupusa  1 revuetlas pupusa   chicharron  cheese   beans   a cup of watermelon fruit  and a lemonade.   I love the pupusas  they have so much flavor  a perfect crispy outer texture  and are bigger then usual. The tacos had a really good flavor  also came with a good green avacado salsa. The only thing that I didn t like was the texture of the hard tortillas and grainy like texture from the meat. However  they are still a good taco. The watermelon was okay  could ve been sweeter. The lemonade was water down.
Fruteria Pekitas,2,BEST MEXICAN FOOD IN AUSTIN. HANDS DOWN. Technically  they mostly have snacks but there are a few meals you can get. I love this restaurant  because Austin is saturated with Tex Mex restaurants that people consider to be Mexican food. Real foodies know the difference.   I tried to take a picture of the food me and my family had  but we ate it before I got the chance to get a picture. We got the al pastor tacos  which came with six tacos. Very yummy and filling. The mangonada was the best I ve had in awhile. Elotes en vaso is so good. They put a lot of corn and the filling on top so you have to mix it well. The fresa con creama is delicious  but they put so many strawberries and so little cream.   This is my new favorite restaurant.
Fruteria Pekitas,3,Excelente lugar save ven todo lo que tienen  esta de buen  precio y buen servicio gracias
Fruteria Pekitas,4,This place was great  I had a mangonada and cucumber lime water and it was so refreshing.
Fruteria Pekitas,5,Awesome place  corn in the cup was amazing  Definitely recommend  and happy positive environment.
Fruteria Pekitas,6,Seems they re under new management  I was greeted right away with smile and the smell of cooked beef fajita meat   They had a special of 5 mini tacos for only  6.99   Filled with fresh avacodo  cheese  and grilled onions.   Got my attention there     A lady by the fruit bar asked if i wanted to try anything  to let her know so she can give me a free small sample.  This place is small  but they have a variety of a lot of tasety things. I will definitely have to come back again and try their home made soups fresh ceviche tostadas  shrimp cocktail.   I give them  stars because they were friendly  fast  and clean   
Fruteria Pekitas,7,Experienced much better mexican food in austin and this is one place I won t be coming back to if I m craving tacos. I placed a to go order consisting of a chicken fajita taco and a bean and cheese pupusa. I was excited to try out pupusa as I have not been able to find too many places in austin that serve them.  I order the taco with everything on it...so onions and cilantro but when I got it had a whole bunch of lettuce and tomatoes but no onions or cilantro. The problem was that the chicken tasted funky and not fresh...Also it didn t have much of a sear on it. The pupusa was good  not too much bean and cheese filling   and came with a slaw of cabbage and carrots. I was happy with both the items until I found a piece of hair in the slaw but they pack the slaw separate so I ate the pupusa but tossed the slaw. They had a green and red salsa and my favorite was the red..it had a smoky savory flavor that was great. Also  for some reason I was charged 0.25 extra  didn t affect the rating but I wasn t sure it that was a bag fee or a take out fee  so just a heads up.  If I m back I ll try the fruit and drinks.  1 star for the chicken taco 3 stars for the pupusa and salsa
Fruteria Pekitas,8,I stopped by on a whim and asked for a sandillada which like a snow cone with watermelon pieces  chamoy  and chile. It was yummy  A little more ice than I prefer and not as much watermelon as I d like  but good enough to order again and try others.   The service was quick and friendly. The clerk was helpful  bilingual  and very welcoming. The place was small but clean and bright.   Definitely worth a try 
Fruteria Pekitas,9,The fruit here is good and fresh with many great combinations.  It s allot like Pepe s.  I ve also gotten the pastor burrito which is good  tasty  and huge and for  6 it s a great deal.  The other food items are mostly too pricey though.  A taco plate out of a place like this should not be  9 and  2.25 per taco a la cart when everyone else around them are  2 or less is not good.  I ll be back for the burrito and probably try a torta later though.  The menu pictures on here are not up to date.
Fruteria Pekitas,10,I loved this place  I love their selection of food and their raspados  shaved ice . We ordered the watermelon  pi a  amp  chamuco  which is what they called their spicy cucumber one . They Rach had chamoy  chili powder and fruit based on the flavor you ordered. For example  the pineapple had pineapple chunks.  I ordered street nachos which allows you to pick either chicken or beef. I got beef and imagined it to only have chips  nacho cheese  amp  beef. I was pleasantly surprised to receive my nachos with nacho cheese  beef  pico de gallo  lettuce  avocados  cotija cheese and sour cream   We loved it - minus I felt the beef had too much pepper. I also wish they were more descriptive on their menu because my husband does not like sour cream. My daughter and I on the other hand devoured them  Check them out  you won t regret it. Also  - like their page and receive a FREE 12oz. Raspados  snow cone . Thank me later    
Fruteria Pekitas,11,Okay yes it was not the best  in regards to their elote  but customer service was great. They were kind and honest. Didn t lie to us when we asked what kind of corn they use for their elote. Straight up told us it was yellow corn from a can and you know what  I appreciate honesty. Such a rare characteristic in humans these days. The sandia agua fresca was good  very sweet  but hit the spot on these craZy hot summer days. I would hit up ricos elote fanny on Rumberg though if you want elote. Good luck everyone on their elote prowl 
Fruteria Pekitas,12,Fresh  friendly  fast. Great healthy snack alternative  grilled items are great as well.
Fruteria Pekitas,13,I decided to try this place yesterday with my boyfriend. I had to take the order because the women behind the counter only acknowledged me and ignore him. He doesn t speak Spanish  so this happens at a lot of places were they ignore him and the workers look at me to call out the order. Anyways as we waited for our fruit cup and mangonada I saw a cockroach on the counter and it scurried underneath the styrofoam cups. I saw a second cockroach on the wall. She called me and said my order was ready. I get up and tell her I no longer want the food. She is confused and I did not want to call her out in front of the customers eating their food. No place like this should be open. This place is roach infested. I wish I could give it 0 stars.
Chipotle Mexican Grill,1,Frequently flow through the menu to switch things up. Highly recommend using the Chipotle App to get points and work towards a free entree  This location is VERY BUSY. It isn t unusual to see employees come and go as they are frequently understaffed.   Once again  recommend using the app to place an order in advanced because there is a 50 50 chance you still will be waiting for the order even if you placed it 10 to 15 minutes before arriving  depending on the time of day . Despite the long lines  running out of food items  and dealing with unpleasant customers  the staff still is very nice 
Chipotle Mexican Grill,2,Overall the food here is fine but it has to be the slowest chipotle I ve ever been to. And Ive been many times... Just sooooo slow...
Chipotle Mexican Grill,3,Come here for the large portion size but not for the speed    This specific location had one of the slowest lines I have ever waited in at a chipotle  about 20-25 minutes wait just to even order . The staff is very nice but extremely slow. The employees took a very long time to complete orders. They carefully wrapped the burrito as if it was a baby and took double the amount of time to do so. For fast food  they worked in slow mo like the sloth from the movie  Zootopia.   However  they gave me the most food I have ever received at a chipotle  Typically  a kids meal is only partially filled. Here  they gave me basically a whole meal  It was so delicious and had the best quesadilla I ve had from chipotle    If you are looking for a fast chipotle  I would suggest trying a different location. The one on Guadalupe street is much faster  However  if you are looking for a chipotle that gives you the most food that is still yummy  I definitely suggest trying this location 
Chipotle Mexican Grill,4,The nastiest and most poorly run Chipotle ever.   Is was nastier in person. The glass is gross  the food wells always look nasty. Come on man. What gives. I like chipotle. This one is so gross it makes me leave.
Chipotle Mexican Grill,5,I ordered  amp  paid for guacamole. I got a shit ton of cheese  amp  sour cream. I didn t want sour cream. I ve not had it in years because it kills my stomach after I eat it. This is the last thing I wanted from chipotle.
Chipotle Mexican Grill,6,Horrible   Absolutely dirty and disgusting. Staff is rude and texting with gloves on while being annoyed to make your order. Don t waste your time or money.
Chipotle Mexican Grill,7,I walked into this chipotle and saw how disgusting and dirty the counter was  There was smeared guacamole and ingredients all on the counter. I almost threw up. It wasn t even busy. They have to teach their employees how to clean up behind themselves when it slows down. No one would want to eat here   
Chipotle Mexican Grill,8,Tried this location again bc another location recently screwed up my order so i had a free entree coupon to use and it s so close and convenient. i walk in and patiently wait by the start of the line while the woman checks out another customer. then she yells at me  just so you know maam i m not making orders today. i m only doing mobile  and i asked  so i can t just order a bowl really quick here    no in the only one and i have all these orders to do   look i work in customer service and with the general public too and am very familiar with being understaffed and stressed to take on more work than i should be. but maybe next time put a sign on the door  or close the location. i don t know if it s even a possibility but maybe turn off mobile orders  I think the worst part that upset me is just how rude and dismissive she was  especially when there were like 1 other customer in the store who was paying  which you don t do if you get a mobile ....suspicious  and it feels very simple to just pause mobiles for people that aren t even there to make one quick bowl for someone who is.  overall  chipotle as an entire company has just gone SO downhill in the past few years and BY FAR this Riverside location is the worst of them all.
Chipotle Mexican Grill,9,Filthy. Besides being slow and having rude staff and management  this place was so filthy it made me nauseous. To the point I will never eat at a Chipotle Grill again. I understand they are understaffed as most fast food restaurants are nowadays  but it was clear that was due to poor management. The employees aprons had a week s worth of old food smeared on the front  the bathrooms had no toilet tissue or paper towels or soap  yes in Covid times   and trash was strung all over the floor  they were so slow they had 6-8 delivery drivers waiting for  and canceling  orders one by one. I can t even imagine how filthy the kitchen is where the food is coming from.  Don t order from here and don t eat here. It really needs to be shut down. Gross.
Chipotle Mexican Grill,10,Let me help you out  go to the chipotle on Oltorf and I-35.   This chipotle is always out of common ingredients  has the laziest employees  and non existent management. They mess up your order and then cop and attitude with you when you ask for them to correct it.   I had my order delivered using the app and when it arrived the order was absolutely wrong. Not only was it missing half the ingredients I ordered  they added toppings that were not on the order and ingredients that were listed as  out of stock  on the app.  I had to drive back up to the store for it to be remade  waited another 30 minutes while only one person was working the line on a Friday night and some random dude working the register out of uniform.  This chipotle is poorly run  has team members with zero initiative  and lacks structured management.  Seriously... Oltorf is less than a mile away  you ve been warned.
Chipotle Mexican Grill,11,This Chipotle rips people off. Avoid it. They give really small portions of everything and when you ask them to add more they wanna charge it as extra. Why would you charge it as extra when I can literally see the small amount of servings your putting in my bowl. Got such a horrible bowl with very little food and paid  15 cuz of all the extra charges they added. I had no time to speak to their supervisor and file a complaint but I will never be back.
Chipotle Mexican Grill,12,The dirtiest most unorganized and slow chipotle you ve ever been to. Always out of some ingredients because they re so slow to prep the food too
Chipotle Mexican Grill,13,Husband went to chipotle this afternoon for a steak 3 pointer unfortunately they had given us  chicken  so I went around 8 30 to see if they ll remake it. I got an instant attitude from the manager. Anywho they decided to re make it so I kindly asked if they could add as spoon of beans the young girl who was making it looked behind  amp  said I can t.... My boss said I could only add  3 items  I was annoyed at that point. Charge me for the damn beans   
Chipotle Mexican Grill,14,Food is as expected from Chipotle - fresh  consistent  highly customizable  and delicious. This review is in regards to the management - this particular location is incredibly poorly run.  On my last four online orders  none have been ready on time  and all have been at least 10 minutes  late. I m writing this review as I m waiting for my current order  and it s already 20 minutes late.  Time is of the essence when grabbing lunch during business hours and this location predictably misses the mark.  I plan on bringing my business to the Oltorf location moving forward.
Chipotle Mexican Grill,15,Service sucks. Whenever I order online  I show up and wait 10 minutes past my pick up time for them to make it. When I show up in person  I stand and wait forever while they make the online order.   It s a lose-lose either way.
Chipotle Mexican Grill,16,Service is terrible. One person helps the line the whole time while 3 people watch and clown around or decide to go on break. Manager is just joking around half the time. If you can go anywhere to any other chipotle please do
Chipotle Mexican Grill,17,I m always in for a surprise when I order from this location. Whether it s brown guacamole  hard rice  on multiple occasions   over and under cooked chicken  10-15 minute wait periods or just not having any ingredients. Today is officially my last day going to this location  it should be impossible to ALWAYS mess up the way they do. I can t remember the last time I ve had a decent experience. I placed an Ubereats order today and my bowl was missing two ingredients. Not only was I missing two ingredients  the rice was hard and the chicken was extremely overcooked. EVER TIME I walk in this establishment  even if there s no one there LITERALLY  I have to wait. Terrible  terrible  terrible. These experiences are definitely not worth  11.09 and I will be finding a new location    
Chipotle Mexican Grill,18,Horrible customer service  online ordering NEVER works. Ordered online to pick up at 9 pm  showed up at 9 and was told to then wait in line to place the order I already placed. WTF is that  Now I don t get to eat dinner because I don t have time to wait in a 20 minute line.
Chipotle Mexican Grill,19,Wry slow and under staffed  I usually order online to get my order faster but even 40 mins after my scheduled time my order is not ready   
Chipotle Mexican Grill,20,My boyfriend and I love chipotle and have been loyal customers of other locations in Austin  at least get it twice a week . Since moving to riverside  we are constantly disappointed by this location. They are always messing up on our orders  forgetting entrees when we deliver  consistency in their products. It s honestly really disappointing because we love Chipotle for their convenience and consistency. And because this location is such a let down  we would rather order something else. If you live in Austin  I would try to go to a different location if possible.
Chipotle Mexican Grill,21,I don t what s going on with this location.  They used to be really good with service. Lately they have not had the food set up to serve by the time  they open. People are having to wait. I usually  put my order in so that way it would be ready for me to pick up since I only have a 30 min lunch.  My pick order was suppose to be ready at 11am and didn t get put together by 11 30am. Like seriously what s going on.
Chipotle Mexican Grill,22,Yoo nice service but what s with the longest slowest line in the world. The cooks and servers and cashiers are sooooo slow. Damn this thing is busy. I walked over here and stood in line for literally 40 minutes. And there we re only 11 people in front of me. There isnt even a drive through here. Speed it up guys got damn.
Chipotle Mexican Grill,23,Ordered online and when I came back into work as I was dipping my chip into the blanco cheese I noticed this long hair along with it. Killed my appetite 
Chipotle Mexican Grill,24,I asked for a salad  this is the fourth time I get a bowl salad with little to no lettuce  why are they skimping idg cos this definitely isn t worth  13
Chipotle Mexican Grill,25,Put your in-house customers above online orders so we don t have to stand here for 20 minutes waiting to be acknowledged. A sense of urgency like at every other Chipotle would be appreciated too
Chipotle Mexican Grill,26,This has to be the worst chipotle in all of Austin. They are incredibly slow and the employees are rude when your trying to order. The line could be out the door and you can see the employees in the back messing around. I d go to any other chipotle in the area.
Chipotle Mexican Grill,27,This location never gets my order correct  and the last few times I ve ordered the rice wasn t cooked probably. Their definitions of extra need some help.  Extra  rice and it comes half empty. I ordered extra WHITE rice for delivery and I got three bowls of brown rice on the side. Went to the store to have it remade and they re out of white rice but they never contacted me  i would have rather cancelled my order. We regularly wait over 10 extra minutes for our online orders and the portions are pitiful. Maybe if they paid their workers what they re worth and make the working conditions better we wouldn t have such poor quality and experiences.
Chipotle Mexican Grill,28,I love chipotle  but there is something not quite right about this location. I have been here many times  and I have ordered both in person and ahead of time. Nearly every single time I have had to wait roughly thirty minutes to get my food. I have held off writing this review for a while  hoping that this was a temporary problem  however it does not seem to be getting better.
Chipotle Mexican Grill,29,I ve gone here many times and they are always slow. I ordered via online and then waited nearly 40 minutes for my order. Instead of taking care of orders 30 mins prior  they ll take care of orders that just came in. It s often a mess. I don t know why I come  likely won t again.
Chipotle Mexican Grill,30,This place is ridiculous. My mobile order was over 40 min late  and yes they kept telling me it was coming and to wait a bit longer  then finally I just got in line and re ordered. When I talked to the worker to address the situation he was very rude and simply stated  we are short staffed  while he did nothing to help. No one was in a hurry or helping at all. They were standing around while one guy worked. And they were audibly complaining.
Chipotle Mexican Grill,31,I d be happy to change this to a 5 star rating once there is actual enforcement of their mask and social distance policy. This is just a gross way to treat the employees.
Chipotle Mexican Grill,32,This is my second visit in the past week and the online service is terrible. I placed an order online for 6 30pm and didn t get it 15 minutes after. I went up to the clerk about my order and said that the receipt machine broke and my order ticket didn t get printed. I was appalled when she said this to me and had to wait with 4 others who were waiting for their online order and waited longer than I did. Please create some organizational system or hire more staff to support people who orders online and come in person.
Chipotle Mexican Grill,33,By far the longest I ve ever waited in line for chipotle  it almost took 30 minutes just to order
Chipotle Mexican Grill,34,Stood there for 5 minutes before anyone even assisted me. There was only one person in front of me and all of the workers were standing around talking. Finally when i got my bowl started  they didn t even have someone in the second end of the line to add the veggies to it so I stood there for another few minutes looking around waiting. Then the same exact situation once I got to the register.
Chipotle Mexican Grill,35,I love chipotle but this location sucks. If you want chipotle  go to another one. They are very slow and mess up orders alot
Chipotle Mexican Grill,36,Chipotle in riverside is one of the worst chipotles in the country. I have never NOT had a problem going to this location. I worked for this company for 4 years. It is a horrible group. Tomatoes were completely bare of ingredients. No fajitas veggies. No corn. Their website down  no boorito discount even though I was in full costume. Every time I go here. Garbage. Food is burnt. Missing items. Longest and slowest lines. Chips undercooked. Staff looks miserable.  Except the old man who works there  he s the only shining star . This is why more of us are going to Cabo Bobs. You get better food  a better deal and you don t have to deal with constant quality issues. Lost a customer today.
Chipotle Mexican Grill,37,One thing that I ve noticed when I go to chipotle is that the service is usually very fast even if there s a line that the people are always pretty polite never rude I ve never had a very rude person help me that works there and that the food it s basically the same almost every way I haven t been to a place where it s two different sometimes it seems like the steak isn t cook the same everywhere and it s chewy and some locations in some locations it taste good but one thing that I have noticed that basically stays the same with every single chipotle that I go to is it the food is never hot it s never hot sometimes it s warm but it is never hot I have no clue what they re doing But they are not keeping the food hard when I go to Freebirds the food is hot I get the burrito and it s warm to the touch it s hot if I keep my hands on it too long I need to switch it to the other hand when I go to chipotle the food is never hot if you want it hot you have to put it in the microwave which means I have to ask them to put everything on the side the sour cream the tomatoes anything that I want cold it Hass to go on the side in those little containers and it s annoying and I don t know why they can t do something simple like keep their food hot
Chipotle Mexican Grill,38,If this had an option for 0 stars I would put it  worst service from a chipotle and they are always out of ingredients. Workers don t care at all and don t do anything
Chipotle Mexican Grill,39,DO NOT ORDER ONLINE AT THIS LOCATION  You will not receive anything close to what you would receive in store.  I ve had multiple orders wrong from South Shore store. I ve even called and spoke to this location the past couple of times I ve ordered. Today s order was subpar at best. It didn t have what I ordered. We received two salads WITHOUT dressing. There was little meat  no extra fajita veggies which we asked for  in place for no rice or beans . This salad would not be a meal for grown adult. Yet when we dine-in  it s exactly what we want.  I called back and asked for district managers information. The manager Marissa didn t give correct information.
Chipotle Mexican Grill,40,I ve been to Chipotle restaurants on the east coast  west coast  and now right in the middle of the country in Austin  Texas. What I was just served at this Chipotle  was the poorest excuse of a burrito I have ever seen. The tortilla had to have been sitting out for at least an hour  there may have been 3-4 pieces of steak on it  all of the guacamole slipped down to the end of the burrito. To continue on  the restaurant was out of chips. Avoid this chipotle at all costs.
Chipotle Mexican Grill,41,Waited 15-20 minutes in line and they even made my food  then at the last second as I m pulling out a 20 they tell me  we only take exact change    there was multiple people in-front of me and the Had multiple chances to say that
Chipotle Mexican Grill,42,Worst chipotle I ve ever been to. Worth the drive to go to the one on oltorf or e 6th. Consistently are out of food and just shrug. Employees have on numerous occasions told me  I can t give you extra cheese  they re watching us on camera. Note to the franchise owner  invest in your business. Get the right person managing it. There are chipotles everywhere  why would I continue to put up with bad service when I can drive another 5 minutes to the same restaurant
Chipotle Mexican Grill,43,All reviews are relative... And this one is obviously for this particular location in relation to other locations rather anointing this place worthy of a Michelin star. There is GREAT service at this chipotle...the other reviews do not lie. While the food is more or less the same thing as every other location  this place is filled with awesome staff who were super friendly and smiley.   I stopped by here today to  1  redeem my free burrito coupon and  2  treat my family to their first chipotle experience ever. Not only were the staff super friendly  but were patient while I tried to make 4 entrees at the same time since everyone in my family wanted me to order for them.
Chipotle Mexican Grill,44,I went in at 8 30 pm  the location closes at 10pm. By the time I walked in  the grills were off and cleaned  the floors were mopped and they were turning off the coolers for the line..... an hour and a half before close.. better yet  half the ingredients were out. Ya ll need to be waitin til close to start closing tasks... or at least prep enought to get you through the rest of the night. I feel bad for whoever came in after me because I almost wiped then out completely.
Chipotle Mexican Grill,45,so i ordered a salad online and went to pick it up yesterday and just by chance  i checked my bag before leaving the parking lot only to find out that they had written that there wasn t any lettuce in my salad because of a boil notice here in ATX. I totally understand the boil notice but the fact that they were going to let me leave the store with just a scoop of meat and guacamole when i paid for a full salad is ridiculous. I would ve appreciated a call or an email telling me the situation so that I could change my order. I went in to the store to ask if they could rice to it  so I wasn t just eating scoop of meat with guac and they made a big deal about how they would make an exception this time and give me rice. the woman comes out and hands me the smallest container of rice in one of those little cups where sauce or salsas or supposed to go and tells me that s the best she can do. extremely disappointed by chipotle and their customer service.
Chipotle Mexican Grill,46,Asked for more chicken in my bowl and after getting a way less than I m used to and the female worker gave me attitude said it was a generous portion. This is not what I expect won t be returning
Chipotle Mexican Grill,47,This is not a review of the employees working there they always seem to be trying there best to do their jobs but it seems like they re always running out of very basic items like chips  guacamole  soda carbonation  etc. it does not seem like management is doing a good job of inventory or regional managers are not supplying this store with what it needs. I ve seen hourly employees on the floor apologizing for it to rude out of touch customers time and time again. Clearly this location gets a lot more traffic than they are accounting for and it just seems unfair to the staff working there dealing with it. Food is great otherwise. Hourly employees keep it up I appreciate you and I know the long lines are stressful especially when giving disappointing news to customers regularly.  I have worked for a casual dining restaurant very similar to chipotle and I appreciate the good attitudes I ve seen. Uppers  management do your job and get these employees what they need. I ve been to a chipotle in Las Vegas and they seemed to be fully stocked even with hundreds of customers. I understand covid changed a lot but this just seems like mismanagement to me.
Chipotle Mexican Grill,48,When looking for a good meal that works with my Weight Watchers points  Chipotle didn t disappoint me. There was no wait or line. The service was quick and courteous. I got a bowl and they made sure to load it up. It was enough for two meals. All the tops were fresh and flavorful. The restaurant was clean and very organized. I definitely recommend the riverside Chipotle.
Chipotle Mexican Grill,49,Thank you so much for the wonderful service and hot food today. Were y all out of stuff  sure  obviously  times are crazy. I got a great filling meal from a lovely staff doing there best to feed their community with a fantastic positive attitude. You are very appreciated  Thank y all so much
Chipotle Mexican Grill,50,Had a quick bite to eat here. Good food at the same decent price as other Chipotles. If you have a craving for quick decent burrito or burrito bowl stop here.
Chipotle Mexican Grill,51,I ordered 2 burritos and a bowl and 2 chips and salsa the burritos everything was on one side instead of the middle and I didn t get my chips first time ordering here maybe the last
Chipotle Mexican Grill,52,I love Chipotle  Fresh ingredients  great service and filling food. If you re hungry  this is the place to go. I had two different experiences at this location. The first time I ate here I order a salad bowl with sofritas online and when I opened it up at work I saw that there was hardly anything in the bowl  They could have our way more salad or something. I finished the bowl in a few minutes and was disappointed. The second time I ate here  I dined in and ordered 3 soft flour tacos in person. They loaded those things up  I got sofitas  black beans  fajita veggies  lettuce  sour cream  salsa and cheese. I was so stuffed and happy. More than I should have eaten but I didn t want the tortillas to get soggy. Next time I go to chipotle  I m going to order the soft tacos in person for sure 
Chipotle Mexican Grill,53,Give it up to the best Chipotle in Austin    This location is clean af and has the downright friendliest staff this side of the Colorado River. I m a little biased  though  because someone compliments my outfit every time I go here.   There s coveted outdoor seating  cool indoor spots  alcohol for sale  and quick service that can churn out orders like none other.   While I wouldn t go out of your way to drive here  it s a great option for those who live close.
Chipotle Mexican Grill,54,Don t expect them to close the lid on your bowl all the way. I had the liquid from the beans come out  go through the bag  and spill all over my jeans and car upholstery. Closing the lid is a simple job. They didn t care either just gave me a careless apology and a new bag.
Chipotle Mexican Grill,55,I m not sure what was going on but some of the rice was crunchy. And the quest was grainy like they used powdered cheese. Not the very best I have had  but maybe it was a bad day.
Chipotle Mexican Grill,56,Apart from you walking on rice  corns and pico  every other things are pretty typical of a chipotle restaurant. Fast service  and decent food. Lots of customers because I went during lunch hours. Overall I ll stop by whenever I m in the area and craves chipotle.
Chipotle Mexican Grill,57,I ve been going to this location for 3 years.  Wonderful staff amd great food. Today was a blessing. My bowl ripped from some freak  accident and in a heart beat replaced. Thank you for the service and the wonderful staff  managment
Chipotle Mexican Grill,58,They ve never messed up my order and my expectations are always met  My steak chicken bowl has been excellent regardless of the location I visit.   However  this location in particular is fantastic  I ve shown up once in uniform on my way home from work  I m in the military  and my meal was comped. Chipotle does not offer a military discount  but the manager of this location provided not only a discounted meal  but a free one  On another occasion  out of uniform I ordered again  not expecting any special treatment. I was recognized and comped again   Thank you so much  this review is the least I can do. I wish I could take a bucket of your amazingly delicious chicken home with me 
Chipotle Mexican Grill,59,Very impressed with this location. Never had any issues with my order. The staff is great and friendly. Location is clean and easy to get too. It is an option to go to if in the area and do not want a burger.
Chipotle Mexican Grill,60,First  I d like to start by saying how wonderful this Chipotle location is. It s always clean  the staff is so pleasant smiley nice  and until recently the food was kept hot and to perfection  They create the perfect bowl every time and don t give skimpy portions that have you regretting your choice. I love this place  I live next door and use this as a meal twice a week. So convenient   Anyways  there s recently been a change to your steak. Like REALLY noticeable. It used to be cooked to a perfect pink and melted in your mouth. I loved this Chipotle for their steak cooking abilities  However  it s now rubber. It appears to be grey it s so overcooked. It s like we ve boiled the fun and flavor right out and left a gritty piece of yuck. You ve ruined this perfectly good piece of cow. I know you probably have new standards for meal prep with the recent food illness epidemic your chain is experiencing... but let me tell you  I ve stuck by your side but think you can be held to higher standards.  All in all- steak need more melt less chew.   PS- Staff may need educating on what  a tiny little bit of sour cream  means as it has not ever translated correctly and I wind up with a liqui-bowl. 1
Chipotle Mexican Grill,61,Poorly seasoned  poorly cooked  low quality overall. Your food will be super watery all with no flavor. They don t care.
